subject,predicate,object,sentence,confidence,method
场景,includes,社交,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
场景,includes,网络,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
场景,includes,关系,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
场景,includes,分析,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,银行,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,欺诈,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,社交,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,网络,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,关系,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
文档,includes,分析,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,银行,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,欺诈,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,社交,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,网络,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,关系,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
概念,includes,分析,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
知识图谱,includes,银行,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
知识图谱,includes,欺诈,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
知识图谱,includes,社交,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
知识图谱,includes,网络,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
知识图谱,includes,分析,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等,0.8,pattern
阿里云文,provides,知识图谱概念及应用场景,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等。,0.9,openai
知识图谱概念及应用场景,includes,银行反欺诈,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等。,0.9,openai
知识图谱概念及应用场景,includes,社交网络关系分析,阿里云文档提供了知识图谱概念及应用场景，包括银行反欺诈和社交网络关系分析等。,0.9,openai
介绍知识图谱理论,includes,银行金融中的欺诈检测,介绍知识图谱理论，列出应用案例，如银行金融中的欺诈检测社交网络关系分析。,0.9,openai
介绍知识图谱理论,includes,社交网络关系分析,介绍知识图谱理论，列出应用案例，如银行金融中的欺诈检测社交网络关系分析。,0.9,openai
知识图谱,provides,答案,展示知识图谱如何通过从数据中抽取信息直接提供答案。,0.9,openai
Knowledge Graph,defined_as,结构数据类型架构及行业应用,博客解释知识图谱定义结构数据类型架构及行业应用,0.9,openai
Knowledge Graph,related_to,初学者,适用于对知识图谱感兴趣的初学者,0.9,openai
Knowledge Graph,related_to,知识图谱构建,讨论知识图谱构建逻辑架构技术架构信息抽取及知识处理,0.9,openai
Knowledge Graph,related_to,本体构建推理和质量测评,涉及本体构建推理和质量测评,0.9,openai
图谱,composed_of,图形,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
图谱,composed_of,数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
图谱,composed_of,驱动,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
实体,composed_of,图形,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
实体,composed_of,数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
实体,composed_of,驱动,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
关系,composed_of,图形,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
关系,composed_of,数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
关系,composed_of,驱动,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
网络,composed_of,图形,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
网络,composed_of,数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
网络,composed_of,驱动,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
知识图谱,composed_of,图形,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
知识图谱,composed_of,数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
知识图谱,composed_of,驱动,知识图谱体现实体及其关系的网络，由图形数据库驱动,0.8,pattern
图谱,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,used_for,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,used_for,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,used_for,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,used_for,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,used_for,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
图谱,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
实体,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
关系,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
对象,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
机器学习,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,applied_to,零售,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,applied_to,娱乐,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,applied_to,金融,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,applied_to,医疗,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
自然语言处理,applied_to,领域,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系，应用于零售娱乐金融医疗等领域,0.8,pattern
知识图谱,is_a,网络,知识图谱体现实体及其关系的网络，由图形数据库驱动。,0.9,openai
知识图谱,based_on,图形数据库,知识图谱体现实体及其关系的网络，由图形数据库驱动。,0.8,openai
知识图谱,used_for,表现实体与关系,描述知识图谱用以表现实体与关系，通过机器学习及自然语言处理识别对象和关系。,0.85,openai
知识图谱,applied_to,零售娱乐金融医疗等领域,应用于零售娱乐金融医疗等领域。,0.8,openai
IBM,provides,组成原理及应用探讨,IBM提供了其组成原理及应用探讨。,0.9,openai
图谱,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
